Season,Competition,Matchday,Date,Venue,Club,Opponent,Result,Playing_Position,Minute,At_score,Type,Goal_assist,Category,Organizer,MatchStage,Date_clean,Date_Year,Result_clean,Goals1,Goals2,Goals_Team,Goals_Opponent,Decision,Play_Position_clean,Minute_clean
2018/2019,Serie A,16,12/15/18,A,Juventus FC,Torino FC,0:01,LW,70,0:01,Penalty,No assist,National Leagues,Italian Football Federation (FIGC),Matchday,2018-12-15,2018,0:01,0,1,1,0,Normal,LW,70
2018/2019,Serie A,18,12/26/18,A,Juventus FC,Atalanta BC,2:02,CF,78,2:02,Header,Giorgio Chiellini,National Leagues,Italian Football Federation (FIGC),Matchday,2018-12-26,2018,2:02,2,2,2,2,Normal,CF,78
2018/2019,Serie A,19,12/29/18,H,Juventus FC,UC Sampdoria,2:01,LW,2,1:00,Right-footed shot,Paulo Dybala,National Leagues,Italian Football Federation (FIGC),Matchday,2018-12-29,2018,2:01,2,1,2,1,Normal,LW,2
2018/2019,Serie A,19,12/29/18,H,Juventus FC,UC Sampdoria,2:01,LW,65,2:01,Penalty,No assist,National Leagues,Italian Football Federation (FIGC),Matchday,2018-12-29,2018,2:01,2,1,2,1,Normal,LW,65
2018/2019,Supercoppa Italiana,Final,1/16/19,H,Juventus FC,AC Milan,1:00,LW,61,1:00,Header,Miralem Pjanic,National SuperCups,Italian Football Federation (FIGC),Stage,2019-01-16,2019,1:00,1,0,1,0,Normal,LW,61
2018/2019,Serie A,21,1/27/19,A,Juventus FC,SS Lazio,1:02,LW,88,1:02,Penalty,No assist,National Leagues,Italian Football Federation (FIGC),Matchday,2019-01-27,2019,1:02,1,2,2,1,Normal,LW,88
2018/2019,Serie A,22,02-02-19,H,Juventus FC,Parma Calcio 1913,3:03,LW,36,1:00,Right-footed shot,Blaise Matuidi,National Leagues,Italian Football Federation (FIGC),Matchday,2019-02-02,2019,3:03,3,3,3,3,Normal,LW,36
2018/2019,Serie A,22,02-02-19,H,Juventus FC,Parma Calcio 1913,3:03,LW,66,3:01,Header,Mario Mandzukic,National Leagues,Italian Football Federation (FIGC),Matchday,2019-02-02,2019,3:03,3,3,3,3,Normal,LW,66
2018/2019,Serie A,23,02-10-19,A,Juventus FC,US Sassuolo,0:03,LW,70,0:02,Header,Miralem Pjanic,National Leagues,Italian Football Federation (FIGC),Matchday,2019-02-10,2019,0:03,0,3,3,0,Normal,LW,70
2018/2019,Serie A,24,2/15/19,H,Juventus FC,Frosinone Calcio,3:00,LW,63,3:00,Right-footed shot,Mario Mandzukic,National Leagues,Italian Football Federation (FIGC),Matchday,2019-02-15,2019,3:00,3,0,3,0,Normal,LW,63
2018/2019,UEFA Champions League,Last 16,03-12-19,H,Juventus FC,Atletico de Madrid,3:00,CF,27,1:00,Header,Federico Bernardeschi,International,UEFA,Stage,2019-03-12,2019,3:00,3,0,3,0,Normal,CF,27
2018/2019,UEFA Champions League,Last 16,03-12-19,H,Juventus FC,Atletico de Madrid,3:00,CF,49,2:00,Header,JoÃ£o Cancelo,International,UEFA,Stage,2019-03-12,2019,3:00,3,0,3,0,Normal,CF,49
2018/2019,UEFA Champions League,Last 16,03-12-19,H,Juventus FC,Atletico de Madrid,3:00,CF,86,3:00,Penalty,No assist,International,UEFA,Stage,2019-03-12,2019,3:00,3,0,3,0,Normal,CF,86
2018/2019,UEFA Champions League,Quarter-Finals,04-10-19,A,Juventus FC,Ajax Amsterdam,1:01,LW,45,0:01,Header,JoÃ£o Cancelo,International,UEFA,Stage,2019-04-10,2019,1:01,1,1,1,1,Normal,LW,45
2018/2019,UEFA Champions League,Quarter-Finals,4/16/19,H,Juventus FC,Ajax Amsterdam,1:02,LW,28,1:00,Header,Miralem Pjanic,International,UEFA,Stage,2019-04-16,2019,1:02,1,2,1,2,Normal,LW,28
2018/2019,Serie A,34,4/27/19,A,Juventus FC,Inter Milan,1:01,CF,62,1:01,Left-footed shot,Miralem Pjanic,National Leagues,Italian Football Federation (FIGC),Matchday,2019-04-27,2019,1:01,1,1,1,1,Normal,CF,62
2018/2019,Serie A,35,05-03-19,H,Juventus FC,Torino FC,1:01,CF,84,1:01,Header,Leonardo Spinazzola,National Leagues,Italian Football Federation (FIGC),Matchday,2019-05-03,2019,1:01,1,1,1,1,Normal,CF,84
2019/2020,Serie A,2,8/31/19,H,Juventus FC,SSC Napoli,4:03,LW,62,3:00,Left-footed shot,Douglas Costa,National Leagues,Italian Football Federation (FIGC),Matchday,2019-08-31,2019,4:03,4,3,4,3,Normal,LW,62
2019/2020,Serie A,4,9/21/19,H,Juventus FC,Hellas Verona,2:01,LW,49,2:01,Penalty,No assist,National Leagues,Italian Football Federation (FIGC),Matchday,2019-09-21,2019,2:01,2,1,2,1,Normal,LW,49
2019/2020,Serie A,6,9/28/19,H,Juventus FC,SPAL,2:00,CF,78,2:00,Header,Paulo Dybala,National Leagues,Italian Football Federation (FIGC),Matchday,2019-09-28,2019,2:00,2,0,2,0,Normal,CF,78
2019/2020,UEFA Champions League,Group Stage,10-01-19,H,Juventus FC,Bayer 04 Leverkusen,3:00,CF,89,3:00,Right-footed shot,Paulo Dybala,International,UEFA,Stage,2019-10-01,2019,3:00,3,0,3,0,Normal,CF,89
2019/2020,Serie A,8,10/19/19,H,Juventus FC,Bologna FC 1909,2:01,CF,19,1:00,Right-footed shot,No assist,National Leagues,Italian Football Federation (FIGC),Matchday,2019-10-19,2019,2:01,2,1,2,1,Normal,CF,19
2019/2020,Serie A,10,10/30/19,H,Juventus FC,Genoa CFC,2:01,CF,90+6,2:01,Penalty,No assist,National Leagues,Italian Football Federation (FIGC),Matchday,2019-10-30,2019,2:01,2,1,2,1,Normal,CF,96
2019/2020,Serie A,14,12-01-19,H,Juventus FC,US Sassuolo,2:02,CF,68,2:02,Penalty,No assist,National Leagues,Italian Football Federation (FIGC),Matchday,2019-12-01,2019,2:02,2,2,2,2,Normal,CF,68
2019/2020,Serie A,15,12-07-19,A,Juventus FC,SS Lazio,3:01,CF,25,0:01,Tap-in,Rodrigo Bentancur,National Leagues,Italian Football Federation (FIGC),Matchday,2019-12-07,2019,3:01,3,1,1,3,Normal,CF,25
2019/2020,UEFA Champions League,Group Stage,12-11-19,A,Juventus FC,Bayer 04 Leverkusen,0:02,CF,75,0:01,Right-footed shot,Paulo Dybala,International,UEFA,Stage,2019-12-11,2019,0:02,0,2,2,0,Normal,CF,75
2019/2020,Serie A,16,12/15/19,H,Juventus FC,Udinese Calcio,3:01,CF,9,1:00,Right-footed shot,No assist,National Leagues,Italian Football Federation (FIGC),Matchday,2019-12-15,2019,3:01,3,1,3,1,Normal,CF,9
2019/2020,Serie A,16,12/15/19,H,Juventus FC,Udinese Calcio,3:01,CF,37,2:00,Left-footed shot,Gonzalo Higuain,National Leagues,Italian Football Federation (FIGC),Matchday,2019-12-15,2019,3:01,3,1,3,1,Normal,CF,37
2019/2020,Serie A,17,12/18/19,A,Juventus FC,UC Sampdoria,1:02,LW,45,1:02,Header,Alex Sandro,National Leagues,Italian Football Federation (FIGC),Matchday,2019-12-18,2019,1:02,1,2,2,1,Normal,LW,45
2019/2020,Serie A,18,01-06-20,H,Juventus FC,Cagliari Calcio,4:00,CF,49,1:00,Right-footed shot,No assist,National Leagues,Italian Football Federation (FIGC),Matchday,2020-01-06,2020,4:00,4,0,4,0,Normal,CF,49
2019/2020,Serie A,18,01-06-20,H,Juventus FC,Cagliari Calcio,4:00,CF,67,2:00,Penalty,No assist,National Leagues,Italian Football Federation (FIGC),Matchday,2020-01-06,2020,4:00,4,0,4,0,Normal,CF,67
2019/2020,Serie A,18,01-06-20,H,Juventus FC,Cagliari Calcio,4:00,CF,82,4:00,Left-footed shot,Douglas Costa,National Leagues,Italian Football Federation (FIGC),Matchday,2020-01-06,2020,4:00,4,0,4,0,Normal,CF,82
2019/2020,Serie A,19,01-12-20,A,Juventus FC,AS Roma,1:02,CF,10,0:02,Penalty,No assist,National Leagues,Italian Football Federation (FIGC),Matchday,2020-01-12,2020,1:02,1,2,2,1,Normal,CF,10
2019/2020,Serie A,20,1/19/20,H,Juventus FC,Parma Calcio 1913,2:01,CF,43,1:00,Deflected shot on goal,Blaise Matuidi,National Leagues,Italian Football Federation (FIGC),Matchday,2020-01-19,2020,2:01,2,1,2,1,Normal,CF,43
2019/2020,Serie A,20,1/19/20,H,Juventus FC,Parma Calcio 1913,2:01,CF,58,2:01,Right-footed shot,Paulo Dybala,National Leagues,Italian Football Federation (FIGC),Matchday,2020-01-19,2020,2:01,2,1,2,1,Normal,CF,58
2019/2020,Italy Cup,Quarter-Finals,1/22/20,H,Juventus FC,AS Roma,3:01,LW,26,1:00,Left-footed shot,Gonzalo Higuain,National Cups,Italian Football Federation (FIGC),Stage,2020-01-22,2020,3:01,3,1,3,1,Normal,LW,26
2019/2020,Serie A,21,1/26/20,A,Juventus FC,SSC Napoli,2:01,LW,90,2:01,Right-footed shot,Rodrigo Bentancur,National Leagues,Italian Football Federation (FIGC),Matchday,2020-01-26,2020,2:01,2,1,1,2,Normal,LW,90
2019/2020,Serie A,22,02-02-20,H,Juventus FC,ACF Fiorentina,3:00,LW,40,1:00,Penalty,No assist,National Leagues,Italian Football Federation (FIGC),Matchday,2020-02-02,2020,3:00,3,0,3,0,Normal,LW,40
2019/2020,Serie A,22,02-02-20,H,Juventus FC,ACF Fiorentina,3:00,LW,80,2:00,Penalty,No assist,National Leagues,Italian Football Federation (FIGC),Matchday,2020-02-02,2020,3:00,3,0,3,0,Normal,LW,80
2019/2020,Serie A,23,02-08-20,A,Juventus FC,Hellas Verona,2:01,LW,65,0:01,Right-footed shot,Rodrigo Bentancur,National Leagues,Italian Football Federation (FIGC),Matchday,2020-02-08,2020,2:01,2,1,1,2,Normal,LW,65
2019/2020,Italy Cup,Semi-Finals,2/13/20,A,Juventus FC,AC Milan,1:01,LW,90+1,1:01,Penalty,No assist,National Cups,Italian Football Federation (FIGC),Stage,2020-02-13,2020,1:01,1,1,1,1,Normal,LW,91
2019/2020,Serie A,25,2/22/20,A,Juventus FC,SPAL,1:02,LW,39,0:01,Tap-in,Juan Cuadrado,National Leagues,Italian Football Federation (FIGC),Matchday,2020-02-22,2020,1:02,1,2,2,1,Normal,LW,39
2019/2020,Serie A,27,6/22/20,A,Juventus FC,Bologna FC 1909,0:02,LW,23,0:01,Penalty,No assist,National Leagues,Italian Football Federation (FIGC),Matchday,2020-06-22,2020,0:02,0,2,2,0,Normal,LW,23
2019/2020,Serie A,28,6/26/20,H,Juventus FC,US Lecce,4:00,LW,62,2:00,Penalty,No assist,National Leagues,Italian Football Federation (FIGC),Matchday,2020-06-26,2020,4:00,4,0,4,0,Normal,LW,62
2019/2020,Serie A,29,6/30/20,A,Juventus FC,Genoa CFC,1:03,LW,56,0:02,Long distance kick,Miralem Pjanic,National Leagues,Italian Football Federation (FIGC),Matchday,2020-06-30,2020,1:03,1,3,3,1,Normal,LW,56
2019/2020,Serie A,30,07-04-20,H,Juventus FC,Torino FC,4:01,LW,61,3:01,Direct free kick,No assist,National Leagues,Italian Football Federation (FIGC),Matchday,2020-07-04,2020,4:01,4,1,4,1,Normal,LW,61
2019/2020,Serie A,31,07-07-20,A,Juventus FC,AC Milan,4:02,LW,53,0:02,Left-footed shot,Juan Cuadrado,National Leagues,Italian Football Federation (FIGC),Matchday,2020-07-07,2020,4:02,4,2,2,4,Normal,LW,53
2019/2020,Serie A,32,07-11-20,H,Juventus FC,Atalanta BC,2:02,LW,55,1:01,Penalty,No assist,National Leagues,Italian Football Federation (FIGC),Matchday,2020-07-11,2020,2:02,2,2,2,2,Normal,LW,55
2019/2020,Serie A,32,07-11-20,H,Juventus FC,Atalanta BC,2:02,LW,90,2:02,Penalty,No assist,National Leagues,Italian Football Federation (FIGC),Matchday,2020-07-11,2020,2:02,2,2,2,2,Normal,LW,90
2019/2020,Serie A,34,7/20/20,H,Juventus FC,SS Lazio,2:01,LW,51,1:00,Penalty,No assist,National Leagues,Italian Football Federation (FIGC),Matchday,2020-07-20,2020,2:01,2,1,2,1,Normal,LW,51
2019/2020,Serie A,34,7/20/20,H,Juventus FC,SS Lazio,2:01,LW,54,2:00,Counter attack goal,Paulo Dybala,National Leagues,Italian Football Federation (FIGC),Matchday,2020-07-20,2020,2:01,2,1,2,1,Normal,LW,54
2019/2020,Serie A,36,7/26/20,H,Juventus FC,UC Sampdoria,2:00,LW,45+7,1:00,Right-footed shot,Miralem Pjanic,National Leagues,Italian Football Federation (FIGC),Matchday,2020-07-26,2020,2:00,2,0,2,0,Normal,LW,52
2019/2020,UEFA Champions League,Last 16,08-07-20,H,Juventus FC,Olympique Lyon,2:01,LW,43,1:01,Penalty,No assist,International,UEFA,Stage,2020-08-07,2020,2:01,2,1,2,1,Normal,LW,43
2019/2020,UEFA Champions League,Last 16,08-07-20,H,Juventus FC,Olympique Lyon,2:01,LW,60,2:01,Left-footed shot,Federico Bernardeschi,International,UEFA,Stage,2020-08-07,2020,2:01,2,1,2,1,Normal,LW,60
2020/2021,Serie A,1,9/20/20,H,Juventus FC,UC Sampdoria,3:00,CF,88,3:00,Right-footed shot,Aaron Ramsey,National Leagues,Italian Football Federation (FIGC),Matchday,2020-09-20,2020,3:00,3,0,3,0,Normal,CF,88
2020/2021,Serie A,2,9/27/20,A,Juventus FC,AS Roma,2:02,CF,44,1:01,Penalty,No assist,National Leagues,Italian Football Federation (FIGC),Matchday,2020-09-27,2020,2:02,2,2,2,2,Normal,CF,44
2020/2021,Serie A,2,9/27/20,A,Juventus FC,AS Roma,2:02,CF,69,2:02,Header,Danilo,National Leagues,Italian Football Federation (FIGC),Matchday,2020-09-27,2020,2:02,2,2,2,2,Normal,CF,69
2020/2021,Serie A,6,11-01-20,A,Juventus FC,Spezia Calcio,1:04,CF,59,1:02,Right-footed shot,alvaro Morata,National Leagues,Italian Football Federation (FIGC),Matchday,2020-11-01,2020,1:04,1,4,4,1,Normal,CF,59
2020/2021,Serie A,6,11-01-20,A,Juventus FC,Spezia Calcio,1:04,CF,76,1:04,Penalty,No assist,National Leagues,Italian Football Federation (FIGC),Matchday,2020-11-01,2020,1:04,1,4,4,1,Normal,CF,76
2020/2021,Serie A,7,11-08-20,A,Juventus FC,SS Lazio,1:01,LW,15,0:01,Right-footed shot,Juan Cuadrado,National Leagues,Italian Football Federation (FIGC),Matchday,2020-11-08,2020,1:01,1,1,1,1,Normal,LW,15
2020/2021,Serie A,8,11/21/20,H,Juventus FC,Cagliari Calcio,2:00,CF,38,1:00,Right-footed shot,alvaro Morata,National Leagues,Italian Football Federation (FIGC),Matchday,2020-11-21,2020,2:00,2,0,2,0,Normal,CF,38
2020/2021,Serie A,8,11/21/20,H,Juventus FC,Cagliari Calcio,2:00,CF,42,2:00,Right-footed shot,Merih Demiral,National Leagues,Italian Football Federation (FIGC),Matchday,2020-11-21,2020,2:00,2,0,2,0,Normal,CF,42
2020/2021,UEFA Champions League,Group Stage,11/24/20,H,Juventus FC,Ferencvarosi TC,2:01,CF,35,1:01,Left-footed shot,Juan Cuadrado,International,UEFA,Stage,2020-11-24,2020,2:01,2,1,2,1,Normal,CF,35
2020/2021,UEFA Champions League,Group Stage,12-02-20,H,Juventus FC,Dynamo Kyiv,3:00,CF,57,2:00,Right-footed shot,alvaro Morata,International,UEFA,Stage,2020-12-02,2020,3:00,3,0,3,0,Normal,CF,57
2020/2021,UEFA Champions League,Group Stage,12-08-20,A,Juventus FC,FC Barcelona,0:03,CF,13,0:01,Penalty,No assist,International,UEFA,Stage,2020-12-08,2020,0:03,0,3,3,0,Normal,CF,13
2020/2021,UEFA Champions League,Group Stage,12-08-20,A,Juventus FC,FC Barcelona,0:03,CF,52,0:03,Penalty,No assist,International,UEFA,Stage,2020-12-08,2020,0:03,0,3,3,0,Normal,CF,52
2020/2021,Serie A,11,12/13/20,A,Juventus FC,Genoa CFC,1:03,CF,78,1:02,Penalty,No assist,National Leagues,Italian Football Federation (FIGC),Matchday,2020-12-13,2020,1:03,1,3,3,1,Normal,CF,78
2020/2021,Serie A,11,12/13/20,A,Juventus FC,Genoa CFC,1:03,CF,89,1:03,Penalty,No assist,National Leagues,Italian Football Federation (FIGC),Matchday,2020-12-13,2020,1:03,1,3,3,1,Normal,CF,89
2020/2021,Serie A,13,12/19/20,A,Juventus FC,Parma Calcio 1913,0:04,CF,26,0:02,Header,alvaro Morata,National Leagues,Italian Football Federation (FIGC),Matchday,2020-12-19,2020,0:04,0,4,4,0,Normal,CF,26
2020/2021,Serie A,13,12/19/20,A,Juventus FC,Parma Calcio 1913,0:04,CF,48,0:03,Left-footed shot,Aaron Ramsey,National Leagues,Italian Football Federation (FIGC),Matchday,2020-12-19,2020,0:04,0,4,4,0,Normal,CF,48
2020/2021,Serie A,15,01-03-21,H,Juventus FC,Udinese Calcio,4:01,CF,31,1:00,Right-footed shot,Aaron Ramsey,National Leagues,Italian Football Federation (FIGC),Matchday,2021-01-03,2021,4:01,4,1,4,1,Normal,CF,31
2020/2021,Serie A,15,01-03-21,H,Juventus FC,Udinese Calcio,4:01,CF,70,3:00,Left-footed shot,Rodrigo Bentancur,National Leagues,Italian Football Federation (FIGC),Matchday,2021-01-03,2021,4:01,4,1,4,1,Normal,CF,70
2020/2021,Serie A,17,01-10-21,H,Juventus FC,US Sassuolo,3:01,CF,90+2,3:01,Right-footed shot,Danilo,National Leagues,Italian Football Federation (FIGC),Matchday,2021-01-10,2021,3:01,3,1,3,1,Normal,CF,92
2020/2021,Supercoppa Italiana,Final,1/20/21,H,Juventus FC,SSC Napoli,2:00,CF,64,1:00,Tap-in,No assist,National SuperCups,Italian Football Federation (FIGC),Stage,2021-01-20,2021,2:00,2,0,2,0,Normal,CF,64
2020/2021,Italy Cup,Semi-Finals,02-02-21,A,Juventus FC,Inter Milan,1:02,CF,26,1:01,Penalty,No assist,National Cups,Italian Football Federation (FIGC),Stage,2021-02-02,2021,1:02,1,2,2,1,Normal,CF,26
2020/2021,Italy Cup,Semi-Finals,02-02-21,A,Juventus FC,Inter Milan,1:02,CF,35,1:02,Left-footed shot,No assist,National Cups,Italian Football Federation (FIGC),Stage,2021-02-02,2021,1:02,1,2,2,1,Normal,CF,35
2020/2021,Serie A,21,02-06-21,H,Juventus FC,AS Roma,2:00,CF,13,1:00,Left-footed shot,alvaro Morata,National Leagues,Italian Football Federation (FIGC),Matchday,2021-02-06,2021,2:00,2,0,2,0,Normal,CF,13
2020/2021,Serie A,23,2/22/21,H,Juventus FC,FC Crotone,3:00,CF,38,1:00,Header,Alex Sandro,National Leagues,Italian Football Federation (FIGC),Matchday,2021-02-22,2021,3:00,3,0,3,0,Normal,CF,38
2020/2021,Serie A,23,2/22/21,H,Juventus FC,FC Crotone,3:00,CF,45+1,2:00,Header,Aaron Ramsey,National Leagues,Italian Football Federation (FIGC),Matchday,2021-02-22,2021,3:00,3,0,3,0,Normal,CF,46
2020/2021,Serie A,24,2/27/21,A,Juventus FC,Hellas Verona,1:01,CF,49,0:01,Right-footed shot,Federico Chiesa,National Leagues,Italian Football Federation (FIGC),Matchday,2021-02-27,2021,1:01,1,1,1,1,Normal,CF,49
2020/2021,Serie A,25,03-02-21,H,Juventus FC,Spezia Calcio,3:00,CF,89,3:00,Counter attack goal,Rodrigo Bentancur,National Leagues,Italian Football Federation (FIGC),Matchday,2021-03-02,2021,3:00,3,0,3,0,Normal,CF,89
2020/2021,Serie A,27,3/14/21,A,Juventus FC,Cagliari Calcio,1:03,CF,10,0:01,Header,Juan Cuadrado,National Leagues,Italian Football Federation (FIGC),Matchday,2021-03-14,2021,1:03,1,3,3,1,Normal,CF,10
2020/2021,Serie A,27,3/14/21,A,Juventus FC,Cagliari Calcio,1:03,CF,25,0:02,Penalty,No assist,National Leagues,Italian Football Federation (FIGC),Matchday,2021-03-14,2021,1:03,1,3,3,1,Normal,CF,25
2020/2021,Serie A,27,3/14/21,A,Juventus FC,Cagliari Calcio,1:03,CF,32,0:03,Left-footed shot,Federico Chiesa,National Leagues,Italian Football Federation (FIGC),Matchday,2021-03-14,2021,1:03,1,3,3,1,Normal,CF,32
2020/2021,Serie A,29,04-03-21,A,Juventus FC,Torino FC,2:02,CF,79,2:02,Header,Giorgio Chiellini,National Leagues,Italian Football Federation (FIGC),Matchday,2021-04-03,2021,2:02,2,2,2,2,Normal,CF,79
2020/2021,Serie A,3,04-07-21,H,Juventus FC,SSC Napoli,2:01,CF,13,1:00,Right-footed shot,Federico Chiesa,National Leagues,Italian Football Federation (FIGC),Matchday,2021-04-07,2021,2:01,2,1,2,1,Normal,CF,13
2020/2021,Serie A,34,05-02-21,A,Juventus FC,Udinese Calcio,1:02,CF,83,1:01,Penalty,No assist,National Leagues,Italian Football Federation (FIGC),Matchday,2021-05-02,2021,1:02,1,2,2,1,Normal,CF,83
2020/2021,Serie A,34,05-02-21,A,Juventus FC,Udinese Calcio,1:02,CF,89,1:02,Header,Adrien Rabiot,National Leagues,Italian Football Federation (FIGC),Matchday,2021-05-02,2021,1:02,1,2,2,1,Normal,CF,89
2020/2021,Serie A,36,05-12-21,A,Juventus FC,US Sassuolo,1:03,CF,45,0:02,Left-footed shot,No assist,National Leagues,Italian Football Federation (FIGC),Matchday,2021-05-12,2021,1:03,1,3,3,1,Normal,CF,45
2020/2021,Serie A,37,5/15/21,H,Juventus FC,Inter Milan,3:02,CF,24,1:00,Penalty rebound,No assist,National Leagues,Italian Football Federation (FIGC),Matchday,2021-05-15,2021,3:02,3,2,3,2,Normal,CF,24
2021/2022,Premier League,4,09-11-21,H,Manchester United,Newcastle United,4:01,CF,45+2,1:00,Tap-in,No assist,National Leagues,English Football Association (FA),Matchday,2021-09-11,2021,4:01,4,1,4,1,Normal,CF,47
2021/2022,Premier League,4,09-11-21,H,Manchester United,Newcastle United,4:01,CF,62,2:01,Left-footed shot,Luke Shaw,National Leagues,English Football Association (FA),Matchday,2021-09-11,2021,4:01,4,1,4,1,Normal,CF,62
2021/2022,UEFA Champions League,Group Stage,9/14/21,A,Manchester United,BSC Young Boys,2:01,CF,13,0:01,Right-footed shot,Bruno Fernandes,International,UEFA,Stage,2021-09-14,2021,2:01,2,1,1,2,Normal,CF,13
2021/2022,Premier League,5,9/19/21,A,Manchester United,West Ham United,1:02,CF,35,1:01,Right-footed shot,No assist,National Leagues,English Football Association (FA),Matchday,2021-09-19,2021,1:02,1,2,2,1,Normal,CF,35
2021/2022,UEFA Champions League,Group Stage,9/29/21,H,Manchester United,Villarreal CF,2:01,CF,90+5,2:01,Right-footed shot,Jesse Lingard,International,UEFA,Stage,2021-09-29,2021,2:01,2,1,2,1,Normal,CF,95
2021/2022,UEFA Champions League,Group Stage,10/20/21,H,Manchester United,Atalanta BC,3:02,CF,81,3:02,Header,Luke Shaw,International,UEFA,Stage,2021-10-20,2021,3:02,3,2,3,2,Normal,CF,81
2021/2022,Premier League,10,10/30/21,A,Manchester United,Tottenham Hotspur,0:03,CF,39,0:01,Right-footed shot,Bruno Fernandes,National Leagues,English Football Association (FA),Matchday,2021-10-30,2021,0:03,0,3,3,0,Normal,CF,39
2021/2022,UEFA Champions League,Group Stage,11-02-21,A,Manchester United,Atalanta BC,2:02,CF,45+1,1:01,Right-footed shot,Bruno Fernandes,International,UEFA,Stage,2021-11-02,2021,2:02,2,2,2,2,Normal,CF,46
2021/2022,UEFA Champions League,Group Stage,11-02-21,A,Manchester United,Atalanta BC,2:02,CF,90+1,2:02,Right-footed shot,Mason Greenwood,International,UEFA,Stage,2021-11-02,2021,2:02,2,2,2,2,Normal,CF,91
2021/2022,UEFA Champions League,Group Stage,11/23/21,A,Manchester United,Villarreal CF,0:02,CF,78,0:01,Right-footed shot,No assist,International,UEFA,Stage,2021-11-23,2021,0:02,0,2,2,0,Normal,CF,78
2021/2022,Premier League,14,12-02-21,H,Manchester United,Arsenal FC,3:02,CF,52,2:01,Right-footed shot,Marcus Rashford,National Leagues,English Football Association (FA),Matchday,2021-12-02,2021,3:02,3,2,3,2,Normal,CF,52
2021/2022,Premier League,14,12-02-21,H,Manchester United,Arsenal FC,3:02,CF,70,3:02,Penalty,No assist,National Leagues,English Football Association (FA),Matchday,2021-12-02,2021,3:02,3,2,3,2,Normal,CF,70
2021/2022,Premier League,16,12-11-21,A,Manchester United,Norwich City,0:01,CF,75,0:01,Penalty,No assist,National Leagues,English Football Association (FA),Matchday,2021-12-11,2021,0:01,0,1,1,0,Normal,CF,75
2021/2022,Premier League,20,12/30/21,H,Manchester United,Burnley FC,3:01,CF,35,3:00,Right-footed shot,No assist,National Leagues,English Football Association (FA),Matchday,2021-12-30,2021,3:01,3,1,3,1,Normal,CF,35
2021/2022,Premier League,18,2/15/22,H,Manchester United,Brighton & Hove Albion,2:00,CF,51,1:00,Right-footed shot,Scott McTominay,National Leagues,English Football Association (FA),Matchday,2022-02-15,2022,2:00,2,0,2,0,Normal,CF,51
2021/2022,Premier League,29,03-12-22,H,Manchester United,Tottenham Hotspur,3:02,CF,12,1:00,Right-footed shot,Fred,National Leagues,English Football Association (FA),Matchday,2022-03-12,2022,3:02,3,2,3,2,Normal,CF,12
2021/2022,Premier League,29,03-12-22,H,Manchester United,Tottenham Hotspur,3:02,CF,38,2:01,Right-footed shot,Jadon Sancho,National Leagues,English Football Association (FA),Matchday,2022-03-12,2022,3:02,3,2,3,2,Normal,CF,38
2021/2022,Premier League,29,03-12-22,H,Manchester United,Tottenham Hotspur,3:02,CF,81,3:02,Header,Alex Telles,National Leagues,English Football Association (FA),Matchday,2022-03-12,2022,3:02,3,2,3,2,Normal,CF,81
2021/2022,Premier League,33,4/16/22,H,Manchester United,Norwich City,3:02,CF,7,1:00,Right-footed shot,Anthony Elanga,National Leagues,English Football Association (FA),Matchday,2022-04-16,2022,3:02,3,2,3,2,Normal,CF,7
2021/2022,Premier League,33,4/16/22,H,Manchester United,Norwich City,3:02,CF,32,2:00,Header,Alex Telles,National Leagues,English Football Association (FA),Matchday,2022-04-16,2022,3:02,3,2,3,2,Normal,CF,32
2021/2022,Premier League,33,4/16/22,H,Manchester United,Norwich City,3:02,CF,76,3:02,Direct free kick,No assist,National Leagues,English Football Association (FA),Matchday,2022-04-16,2022,3:02,3,2,3,2,Normal,CF,76
2021/2022,Premier League,34,4/23/22,A,Manchester United,Arsenal FC,3:01,CF,34,2:01,Left-footed shot,Nemanja MatiÄ‡,National Leagues,English Football Association (FA),Matchday,2022-04-23,2022,3:01,3,1,1,3,Normal,CF,34
2021/2022,Premier League,37,4/28/22,H,Manchester United,Chelsea FC,1:01,CF,62,1:01,Right-footed shot,Nemanja MatiÄ‡,National Leagues,English Football Association (FA),Matchday,2022-04-28,2022,1:01,1,1,1,1,Normal,CF,62
2021/2022,Premier League,35,05-02-22,H,Manchester United,Brentford FC,3:00,CF,61,2:00,Penalty,No assist,National Leagues,English Football Association (FA),Matchday,2022-05-02,2022,3:00,3,0,3,0,Normal,CF,61
2022/2023,Europa League,Group Stage,9/15/22,A,Manchester United,FC Sheriff,0:02,CF,39,0:02,Penalty,No assist,International,UEFA,Stage,2022-09-15,2022,0:02,0,2,2,0,Normal,CF,39
2022/2023,Premier League,10,10/9/22,A,Manchester United,Everton FC,1:2,,44,1:2,Counter attack goal,Casemiro,National Leagues,English Football Association (FA),Matchday,2022-10-09,2022,1:2,1,2,2,1,Normal,LW,44
2022/2023,Europa League,Group Stage,10/27/22,H,Manchester United,FC Sheriff,3:0,CF,81,3:0,Left-footed shot,No assist,International,UEFA,Stage,2022-10-27,2022,3:0,3,0,3,0,Normal,CF,81
2022/2023,Saudi Pro League,15,2/3/23,A,Al-Nassr FC,Al-Fateh,2:2,CF,90+3,2:2,Penalty,No assist,National Leagues,Saudi Arabian Football Federation (SAFF),Matchday,2023-02-03,2023,2:2,2,2,2,2,Normal,CF,93
